input_csv,title,url,matched_ok,match_type,matched_title,matched_url
results/articles_imane_khelif.csv,Olympic boxers reignite debate over inclusion in women's sports - ESPN,https://www.espn.com/olympics/story/_/id/40707847/olympic-boxing-controversy-imane-khelif-lin-yu-ting-gender-sports,yes,url_exact,Olympic boxers reignite debate over inclusion in women's sports - ESPN,https://www.espn.com/olympics/story/_/id/40707847/olympic-boxing-controversy-imane-khelif-lin-yu-ting-gender-sports
results/articles_imane_khelif.csv,Olympics 2024: Paris gold has 'special taste' for Khelif after gender dispute | RNZ News,https://www.rnz.co.nz/news/sport/524745/olympics-2024-paris-gold-has-special-taste-for-khelif-after-gender-dispute,yes,url_exact,Olympics 2024: Paris gold has 'special taste' for Khelif after gender dispute | RNZ News,https://www.rnz.co.nz/news/sport/524745/olympics-2024-paris-gold-has-special-taste-for-khelif-after-gender-dispute
results/articles_imane_khelif.csv,Imane Khelif allowed to fight at 2024 Olympics IOC decision explained | Metro News,https://metro.co.uk/2024/08/02/imane-khelif-allowed-fight-2024-olympics-ioc-decision-explained-21346901,yes,url_exact,Imane Khelif allowed to fight at 2024 Olympics IOC decision explained | Metro News,https://metro.co.uk/2024/08/02/imane-khelif-allowed-fight-2024-olympics-ioc-decision-explained-21346901
results/articles_imane_khelif.csv,"""Wouldn't even last a round"": ""The Daily Show"" calls out Megyn Kelly for misgendering Olympic boxer - Salon.com",https://www.salon.com/2024/08/06/wouldnt-even-last-a-round-the-daily-show-calls-out-megyn-kelly-for-misgendering-olympic-boxer,yes,url_exact,"""Wouldn't even last a round"": ""The Daily Show"" calls out Megyn Kelly for misgendering Olympic boxer - Salon.com",https://www.salon.com/2024/08/06/wouldnt-even-last-a-round-the-daily-show-calls-out-megyn-kelly-for-misgendering-olympic-boxer
results/articles_imane_khelif.csv,Paris Olympics: ‘Suspected Intersex’ Boxer Who Previously Failed Gender Eligibility Test Forces Opponent To Quit 46 Seconds Into Fight – One America News Network,https://www.oann.com/newsroom/paris-olympics-suspected-intersex-boxer-who-previously-failed-gender-eligibility-test-forces-opponent-to-quit-46-seconds-into-fight,yes,url_exact,Paris Olympics: ‘Suspected Intersex’ Boxer Who Previously Failed Gender Eligibility Test Forces Opponent To Quit 46 Seconds Into Fight – One America News Network,https://www.oann.com/newsroom/paris-olympics-suspected-intersex-boxer-who-previously-failed-gender-eligibility-test-forces-opponent-to-quit-46-seconds-into-fight
results/articles_imane_khelif.csv,"Olympics – the thrill of victory, the agony of diversity * WorldNetDaily * by Chuck Norris",https://www.wnd.com/2024/08/olympics-the-thrill-of-victory-the-agony-of-diversity,yes,url_exact,"Olympics – the thrill of victory, the agony of diversity * WorldNetDaily * by Chuck Norris",https://www.wnd.com/2024/08/olympics-the-thrill-of-victory-the-agony-of-diversity
results/articles_imane_khelif.csv,The woke Olympics: Where men were allowed to punch women * WorldNetDaily * by Dennis Prager,https://www.wnd.com/2024/08/the-woke-olympics-where-men-were-allowed-to-punch-women,yes,url_exact,The woke Olympics: Where men were allowed to punch women * WorldNetDaily * by Dennis Prager,https://www.wnd.com/2024/08/the-woke-olympics-where-men-were-allowed-to-punch-women
results/articles_imane_khelif.csv,Olympic boxing champ Imane Khelif requires gender test to continue fighting | Olympics News | Al Jazeera,https://www.aljazeera.com/news/2025/5/31/olympic-boxing-champ-imane-khelif-requires-gender-test-to-continue-fighting,yes,url_exact,Olympic boxing champ Imane Khelif requires gender test to continue fighting | Olympics News | Al Jazeera,https://www.aljazeera.com/news/2025/5/31/olympic-boxing-champ-imane-khelif-requires-gender-test-to-continue-fighting
results/articles_imane_khelif.csv,Algerian Boxer Imane Khelif Challenges World Boxing Gender Testing at CAS,https://www.moroccoworldnews.com/2025/09/257750/algerian-boxer-imane-khelif-challenges-world-boxing-gender-testing-at-cas/,yes,url_exact,Algerian Boxer Imane Khelif Challenges World Boxing Gender Testing at CAS,https://www.moroccoworldnews.com/2025/09/257750/algerian-boxer-imane-khelif-challenges-world-boxing-gender-testing-at-cas/
results/articles_imane_khelif.csv,Imane Khelif wasn't banned from World Boxing Organization | Snopes.com,https://www.snopes.com/fact-check/imane-khelif-wbo/,yes,url_exact,Imane Khelif wasn't banned from World Boxing Organization | Snopes.com,https://www.snopes.com/fact-check/imane-khelif-wbo/
results/articles_imane_khelif.csv,Imane Khelif’s gold medal run shows how sex testing in women’s sports puts regulators in an impossible bind,https://theconversation.com/imane-khelifs-gold-medal-run-shows-how-sex-testing-in-womens-sports-puts-regulators-in-an-impossible-bind-236211,yes,url_exact,Imane Khelif’s gold medal run shows how sex testing in women’s sports puts regulators in an impossible bind,https://theconversation.com/imane-khelifs-gold-medal-run-shows-how-sex-testing-in-womens-sports-puts-regulators-in-an-impossible-bind-236211
results/articles_imane_khelif.csv,"Misinformation, abuse and injustice: breaking down the Olympic boxing firestorm",https://theconversation.com/misinformation-abuse-and-injustice-breaking-down-the-olympic-boxing-firestorm-236061,yes,url_exact,"Misinformation, abuse and injustice: breaking down the Olympic boxing firestorm",https://theconversation.com/misinformation-abuse-and-injustice-breaking-down-the-olympic-boxing-firestorm-236061
results/articles_imane_khelif.csv,Imane Khelif is taking the Olympic boxing ring after days of gender outcry,https://www.scrippsnews.com/sports/paris-2024-olympics/imane-khelif-is-taking-the-olympic-boxing-ring-after-days-of-gender-outcry,yes,url_exact,Imane Khelif is taking the Olympic boxing ring after days of gender outcry,https://www.scrippsnews.com/sports/paris-2024-olympics/imane-khelif-is-taking-the-olympic-boxing-ring-after-days-of-gender-outcry
results/articles_imane_khelif.csv,Olympic boxer Imane Khelif calls for end to bullying over gender misconceptions,https://www.scrippsnews.com/paris-2024-olympics/olympic-boxer-imane-khelif-calls-for-end-to-bullying-after-backlash-over-gender-misconceptions,yes,url_exact,Olympic boxer Imane Khelif calls for end to bullying over gender misconceptions,https://www.scrippsnews.com/paris-2024-olympics/olympic-boxer-imane-khelif-calls-for-end-to-bullying-after-backlash-over-gender-misconceptions
results/articles_imane_khelif.csv,Human Rights Lawyer: Olympic Boxer’s ‘Cyberbullies’ Lawsuit A Threat To Free Speech - modernity,https://modernity.news/2024/08/14/human-rights-lawyer-olympic-boxers-cyberbullies-lawsuit-a-threat-to-free-speech/,yes,url_exact,Human Rights Lawyer: Olympic Boxer’s ‘Cyberbullies’ Lawsuit A Threat To Free Speech - modernity,https://modernity.news/2024/08/14/human-rights-lawyer-olympic-boxers-cyberbullies-lawsuit-a-threat-to-free-speech/
results/articles_imane_khelif.csv,IOC saddened by 'aggression' against boxers over Paris Olympics gender row,https://www.rappler.com/sports/boxing/ioc-saddened-aggression-against-boxers-paris-olympics-gender-row,yes,url_exact,IOC saddened by 'aggression' against boxers over Paris Olympics gender row,https://www.rappler.com/sports/boxing/ioc-saddened-aggression-against-boxers-paris-olympics-gender-row
results/articles_imane_khelif.csv,"Women's World Champion Speaks on Embattled Olympic Boxer, Somehow Makes Situation Even Worse | The Gateway Pundit | by C. Douglas Golden, The Western Journal",https://www.thegatewaypundit.com/2024/08/womens-world-champion-speaks-embattled-olympic-boxer-somehow,yes,url_exact,"Women's World Champion Speaks on Embattled Olympic Boxer, Somehow Makes Situation Even Worse | The Gateway Pundit | by C. Douglas Golden, The Western Journal",https://www.thegatewaypundit.com/2024/08/womens-world-champion-speaks-embattled-olympic-boxer-somehow
results/articles_imane_khelif.csv,"Olympics Committee Defends its Decision to Allow Two Boxers with Male DNA to Compete at Women's Boxing: ""Every Person Has the Right to Practice Sport Without Discrimination"" | The Gateway Pundit | by Jim Hᴏft",https://www.thegatewaypundit.com/2024/08/olympics-committee-defends-its-decision-allow-two-boxers,yes,url_exact,"Olympics Committee Defends its Decision to Allow Two Boxers with Male DNA to Compete at Women's Boxing: ""Every Person Has the Right to Practice Sport Without Discrimination"" | The Gateway Pundit | by Jim Hᴏft",https://www.thegatewaypundit.com/2024/08/olympics-committee-defends-its-decision-allow-two-boxers
results/articles_imane_khelif.csv,Journalist Peter Badel says boxer Imane Khelif should not be in the Paris Olympics after previously failing gender eligibility test | Sky News Australia,https://www.skynews.com.au/world-news/journalist-peter-badel-says-boxer-imane-khelif-should-not-be-in-the-paris-olympics-after-previously-failing-gender-eligibility-test/news-story/18744ddebbdc16eb16cd923a4ab60855,yes,url_exact,Journalist Peter Badel says boxer Imane Khelif should not be in the Paris Olympics after previously failing gender eligibility test | Sky News Australia,https://www.skynews.com.au/world-news/journalist-peter-badel-says-boxer-imane-khelif-should-not-be-in-the-paris-olympics-after-previously-failing-gender-eligibility-test/news-story/18744ddebbdc16eb16cd923a4ab60855
results/articles_imane_khelif.csv,British Olympian calls for 'once in a lifetime sex tests' for all female athletes | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1933048/Olympics-2024-sex-tests,yes,url_exact,British Olympian calls for 'once in a lifetime sex tests' for all female athletes | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1933048/Olympics-2024-sex-tests
results/articles_imane_khelif.csv,Olympics news: Adam Peaty out of mixed relay final as Imane Khelif issues gender statement | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1931602/olympics-live-imane-khelif-judge-team-gb,yes,url_exact,Olympics news: Adam Peaty out of mixed relay final as Imane Khelif issues gender statement | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1931602/olympics-live-imane-khelif-judge-team-gb
results/articles_imane_khelif.csv,"""This is not a man fighting a woman"": Olympics boxing controversy ignites conservative culture war - Salon.com",https://www.salon.com/2024/08/02/olympics-boxing-controversy-gender,yes,url_exact,"""This is not a man fighting a woman"": Olympics boxing controversy ignites conservative culture war - Salon.com",https://www.salon.com/2024/08/02/olympics-boxing-controversy-gender
results/articles_imane_khelif.csv,What is DSD? The condition at the heart of Imane Khelif boxing gender test | The Standard,https://www.standard.co.uk/sport/sport-olympics/what-is-dsd-boxing-imane-khelif-gender-scandal-paris-olympics-2024-intersex-b1174430.html,yes,url_exact,What is DSD? The condition at the heart of Imane Khelif boxing gender test | The Standard,https://www.standard.co.uk/sport/sport-olympics/what-is-dsd-boxing-imane-khelif-gender-scandal-paris-olympics-2024-intersex-b1174430.html
results/articles_imane_khelif.csv,Algerian boxer Imane Khelif clinches medal at Olympics after gender outcry | Euronews,https://www.euronews.com/my-europe/2024/08/03/algerian-boxer-imane-khelif-clinches-medal-at-olympics-after-gender-outcry,yes,url_exact,Algerian boxer Imane Khelif clinches medal at Olympics after gender outcry | Euronews,https://www.euronews.com/my-europe/2024/08/03/algerian-boxer-imane-khelif-clinches-medal-at-olympics-after-gender-outcry
results/articles_imane_khelif.csv,Algerian boxer Imane Khelif says she's 'never stayed down' and vows to fight back after lawsuit | AP News,https://apnews.com/article/0158bd8e65bad684bbc028a505fcc4ad,yes,url_exact,Algerian boxer Imane Khelif says she's 'never stayed down' and vows to fight back after lawsuit | AP News,https://apnews.com/article/0158bd8e65bad684bbc028a505fcc4ad
results/articles_imane_khelif.csv,Algerian boxer Imane Khelif becomes target of Olympics gender row | Paris Olympics 2024 News | Al Jazeera,https://www.aljazeera.com/news/2024/8/2/algerian-boxer-imane-khelif-becomes-target-of-gender-row-at-olympics,yes,url_exact,Algerian boxer Imane Khelif becomes target of Olympics gender row | Paris Olympics 2024 News | Al Jazeera,https://www.aljazeera.com/news/2024/8/2/algerian-boxer-imane-khelif-becomes-target-of-gender-row-at-olympics
results/articles_imane_khelif.csv,Olympic Boxer Imane Khelif Files Complaint Over Online Harassment,https://variety.com/2024/tv/global/olympics-imane-khelif-boxer-complaint-harassment-gender-controversy-1236103878/,yes,url_exact,Olympic Boxer Imane Khelif Files Complaint Over Online Harassment,https://variety.com/2024/tv/global/olympics-imane-khelif-boxer-complaint-harassment-gender-controversy-1236103878/
results/articles_imane_khelif.csv,After the show: what happened next to Olympic gender row boxers? | Boxing | The Guardian,https://www.theguardian.com/sport/2024/dec/28/after-the-show-what-happened-next-to-olympic-gender-row-boxers,yes,url_exact,After the show: what happened next to Olympic gender row boxers? | Boxing | The Guardian,https://www.theguardian.com/sport/2024/dec/28/after-the-show-what-happened-next-to-olympic-gender-row-boxers
results/articles_imane_khelif.csv,Olympic gold medalist Imane Khelif challenges gender test mandate - CBS News,https://www.cbsnews.com/news/olympic-gold-medalist-imane-khelif-challenges-gender-test-mandate/,yes,url_exact,Olympic gold medalist Imane Khelif challenges gender test mandate - CBS News,https://www.cbsnews.com/news/olympic-gold-medalist-imane-khelif-challenges-gender-test-mandate/
results/articles_imane_khelif.csv,Boxing: Olympic champion Imane Khelif challenges gender test | RNZ News,https://rnz.co.nz/news/sport/571744/boxing-olympic-champion-imane-khelif-challenges-gender-test,yes,url_exact,Boxing: Olympic champion Imane Khelif challenges gender test | RNZ News,https://rnz.co.nz/news/sport/571744/boxing-olympic-champion-imane-khelif-challenges-gender-test
results/articles_imane_khelif.csv,Imane Khelif and Lin Yu-ting: What does science tell us about boxing’s gender row in Olympics?,https://www.bbc.com/news/articles/crlr8gp813ko,yes,url_exact,Imane Khelif and Lin Yu-ting: What does science tell us about boxing’s gender row in Olympics?,https://www.bbc.com/news/articles/crlr8gp813ko
results/articles_imane_khelif.csv,Angela Carini abandons Olympic fight after 46 seconds against Imane Khelif | Paris Olympic Games 2024 | The Guardian,https://www.theguardian.com/sport/article/2024/aug/01/angela-carini-abandons-fight-after-46-seconds-against-imane-khelif,yes,url_exact,Angela Carini abandons Olympic fight after 46 seconds against Imane Khelif | Paris Olympic Games 2024 | The Guardian,https://www.theguardian.com/sport/article/2024/aug/01/angela-carini-abandons-fight-after-46-seconds-against-imane-khelif
results/articles_imane_khelif.csv,JK Rowling and Elon Musk named in Imane Khelif cyberbullying lawsuit | France | The Guardian,https://www.theguardian.com/technology/article/2024/aug/14/jk-rowling-and-elon-musk-named-in-imane-khelif-cyberbullying-lawsuit,yes,url_exact,JK Rowling and Elon Musk named in Imane Khelif cyberbullying lawsuit | France | The Guardian,https://www.theguardian.com/technology/article/2024/aug/14/jk-rowling-and-elon-musk-named-in-imane-khelif-cyberbullying-lawsuit
results/articles_imane_khelif.csv,Hungarians protest over Khelif bout as Olympic boxing gender row escalates | Paris Olympic Games 2024 | The Guardian,https://www.theguardian.com/sport/article/2024/aug/02/boxing-olympics-lisa-nandy-imane-khelif-lin-yu-ting,yes,url_exact,Hungarians protest over Khelif bout as Olympic boxing gender row escalates | Paris Olympic Games 2024 | The Guardian,https://www.theguardian.com/sport/article/2024/aug/02/boxing-olympics-lisa-nandy-imane-khelif-lin-yu-ting
results/articles_imane_khelif.csv,Sharron Davies encourages Khelif and Lin’s opponents to challenge defeats | Paris Olympic Games 2024 | The Guardian,https://www.theguardian.com/sport/article/2024/aug/08/sharron-davies-imane-khelif-lin-yu-ting-paris-2024-olympics-boxing,yes,url_exact,Sharron Davies encourages Khelif and Lin’s opponents to challenge defeats | Paris Olympic Games 2024 | The Guardian,https://www.theguardian.com/sport/article/2024/aug/08/sharron-davies-imane-khelif-lin-yu-ting-paris-2024-olympics-boxing
results/articles_imane_khelif.csv,Olympic boxing champion Imane Khelif filed legal complaint over harassment,https://www.scrippsnews.com/sports/paris-2024-olympics/olympic-boxing-champion-imane-khelif-filed-a-legal-complaint-for-online-harassment-against-her,yes,url_exact,Olympic boxing champion Imane Khelif filed legal complaint over harassment,https://www.scrippsnews.com/sports/paris-2024-olympics/olympic-boxing-champion-imane-khelif-filed-a-legal-complaint-for-online-harassment-against-her
results/articles_imane_khelif.csv,Algerian boxer Imane Khelif wins first Olympic fight when opponent quits,https://www.scrippsnews.com/sports/paris-2024-olympics/imane-khelif-algerian-boxer-who-had-gender-test-issue-wins-first-olympic-fight-when-opponent-quits,yes,url_exact,Algerian boxer Imane Khelif wins first Olympic fight when opponent quits,https://www.scrippsnews.com/sports/paris-2024-olympics/imane-khelif-algerian-boxer-who-had-gender-test-issue-wins-first-olympic-fight-when-opponent-quits
results/articles_imane_khelif.csv,Imane Khelif makes feelings clear on taking sex test for 2028 Olympics after gender controversy,https://www.gbnews.com/sport/other-sport/imane-khelif-gender-test-2028-olympics,yes,url_exact,Imane Khelif makes feelings clear on taking sex test for 2028 Olympics after gender controversy,https://www.gbnews.com/sport/other-sport/imane-khelif-gender-test-2028-olympics
results/articles_imane_khelif.csv,Imane Khelif breaks silence with three-word message after controversial Olympics win,https://www.gbnews.com/sport/olympics/imane-khelif-breaks-silence-olympics-boxing-win,yes,url_exact,Imane Khelif breaks silence with three-word message after controversial Olympics win,https://www.gbnews.com/sport/olympics/imane-khelif-breaks-silence-olympics-boxing-win
results/articles_imane_khelif.csv,Imane Khelif: Former opponent calls criticism of Olympic boxer ‘ignorant and stupid’ | The Independent,https://www.independent.co.uk/sport/olympics/imane-khelif-anja-stridsman-boxing-paris-b2594064.html,yes,url_exact,Imane Khelif: Former opponent calls criticism of Olympic boxer ‘ignorant and stupid’ | The Independent,https://www.independent.co.uk/sport/olympics/imane-khelif-anja-stridsman-boxing-paris-b2594064.html
results/articles_imane_khelif.csv,Gender row target Algerian boxer Imane Khelif ensures Olympic medal | Paris Olympics 2024 News | Al Jazeera,https://www.aljazeera.com/sports/2024/8/3/gender-row-target-algerian-boxer-imane-khelif-ensures-olympic-medal,yes,url_exact,Gender row target Algerian boxer Imane Khelif ensures Olympic medal | Paris Olympics 2024 News | Al Jazeera,https://www.aljazeera.com/sports/2024/8/3/gender-row-target-algerian-boxer-imane-khelif-ensures-olympic-medal
results/articles_imane_khelif.csv,Imane Khelif unleashes joyous celebration after reaching women's Olympic boxing final | Metro News,https://metro.co.uk/2024/08/07/imane-khelif-unleashes-joyous-celebration-reaching-womens-olympic-boxing-final-21374761,yes,url_exact,Imane Khelif unleashes joyous celebration after reaching women's Olympic boxing final | Metro News,https://metro.co.uk/2024/08/07/imane-khelif-unleashes-joyous-celebration-reaching-womens-olympic-boxing-final-21374761
results/articles_imane_khelif.csv,Imane Khelif's next opponent speaks out ahead of Olympic boxing semi-final | Metro News,https://metro.co.uk/2024/08/04/imane-khelifs-next-opponent-speaks-ahead-olympic-boxing-semi-final-21359661,yes,url_exact,Imane Khelif's next opponent speaks out ahead of Olympic boxing semi-final | Metro News,https://metro.co.uk/2024/08/04/imane-khelifs-next-opponent-speaks-ahead-olympic-boxing-semi-final-21359661
results/articles_imane_khelif.csv,Hungary launch protest on Imane Khelif ahead of Olympic boxing clash | Metro News,https://metro.co.uk/2024/08/03/hungary-launch-protest-imane-khelif-ahead-olympic-boxing-clash-21353300,yes,url_exact,Hungary launch protest on Imane Khelif ahead of Olympic boxing clash | Metro News,https://metro.co.uk/2024/08/03/hungary-launch-protest-imane-khelif-ahead-olympic-boxing-clash-21353300
results/articles_imane_khelif.csv,Imane Khelif addresses Olympics gender row as family fear for boxer's safety | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1932168/Imane-Khelif-gender-Olympics-boxing,yes,url_exact,Imane Khelif addresses Olympics gender row as family fear for boxer's safety | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1932168/Imane-Khelif-gender-Olympics-boxing
results/articles_imane_khelif.csv,Imane Khelif guaranteed Olympics boxing medal as gender row rages on | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1931758/Imane-Khelif-Olympics-fight-gender-boxing-row,yes,url_exact,Imane Khelif guaranteed Olympics boxing medal as gender row rages on | Other | Sport | Express.co.uk,https://www.express.co.uk/sport/othersport/1931758/Imane-Khelif-Olympics-fight-gender-boxing-row
results/articles_imane_khelif.csv,Who is Imane Khelif? Inside the life of boxer at centre of Olympics gender row | Boxing | Sport | Express.co.uk,https://www.express.co.uk/sport/boxing/1931432/Imane-Khelif-life-Olympics-gender-row,yes,url_exact,Who is Imane Khelif? Inside the life of boxer at centre of Olympics gender row | Boxing | Sport | Express.co.uk,https://www.express.co.uk/sport/boxing/1931432/Imane-Khelif-life-Olympics-gender-row
results/articles_imane_khelif.csv,Steve Bunce brands Olympics gender row 'an absolute disaster' | Boxing | Sport | Express.co.uk,https://www.express.co.uk/sport/boxing/1931023/steve-bunce-brands-olympics-gender,yes,url_exact,Steve Bunce brands Olympics gender row 'an absolute disaster' | Boxing | Sport | Express.co.uk,https://www.express.co.uk/sport/boxing/1931023/steve-bunce-brands-olympics-gender
results/articles_imane_khelif.csv,Olympic boxers banned for 'pretending to be women' allowed to compete in female event | Boxing | Sport | Express.co.uk,https://www.express.co.uk/sport/boxing/1929570/Olympic-boxing-Imane-Khelif-Lin-Yu-Ting,yes,url_exact,Olympic boxers banned for 'pretending to be women' allowed to compete in female event | Boxing | Sport | Express.co.uk,https://www.express.co.uk/sport/boxing/1929570/Olympic-boxing-Imane-Khelif-Lin-Yu-Ting
results/articles_imane_khelif.csv,Olympics 2024: Imane Khelif pleas for 'human dignity' after 'bullying' over boxing gender questions | The Standard,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-imane-khelif-boxing-gender-b1174758.html,yes,url_exact,Olympics 2024: Imane Khelif pleas for 'human dignity' after 'bullying' over boxing gender questions | The Standard,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-imane-khelif-boxing-gender-b1174758.html
results/articles_imane_khelif.csv,Olympics 2024: International Boxing Association to award Angela Carini prize money for defeat to Imane Khelif | The Standard,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-iba-angela-carini-imane-khelif-prize-money-b1174574.html,yes,url_exact,Olympics 2024: International Boxing Association to award Angela Carini prize money for defeat to Imane Khelif | The Standard,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-iba-angela-carini-imane-khelif-prize-money-b1174574.html
results/articles_imane_khelif.csv,Olympics 2024: Lin Yu-ting wins first fight at Paris Games amid boxing gender row | The Standard,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-lin-yu-ting-imane-khelif-gender-row-boxing-b1174511.html,yes,url_exact,Olympics 2024: Lin Yu-ting wins first fight at Paris Games amid boxing gender row | The Standard,https://www.standard.co.uk/sport/sport-olympics/olympics-2024-lin-yu-ting-imane-khelif-gender-row-boxing-b1174511.html
results/articles_imane_khelif.csv,Why Are Men Still Allowed To Batter Women In Their Own Sports?,https://thefederalist.com/2024/08/08/olympics-boxing-fiasco-is-more-proof-men-dont-belong-in-womens-sports,yes,url_exact,Why Are Men Still Allowed To Batter Women In Their Own Sports?,https://thefederalist.com/2024/08/08/olympics-boxing-fiasco-is-more-proof-men-dont-belong-in-womens-sports
results/articles_imane_khelif.csv,Explained: The gender controversy miring women's Olympic boxing,https://www.rte.ie/news/primetime/2024/0731/1462837-explained-the-gender-controversy-miring-womens-olympic-boxing,yes,url_exact,Explained: The gender controversy miring women's Olympic boxing,https://www.rte.ie/news/primetime/2024/0731/1462837-explained-the-gender-controversy-miring-womens-olympic-boxing
results/articles_imane_khelif.csv,Gender row explodes at Olympics after Algerian boxer's 46-second win - Jamaica Observer,https://www.jamaicaobserver.com/2024/08/01/gender-row-explodes-olympics-algerian-boxers-46-second-win,yes,url_exact,Gender row explodes at Olympics after Algerian boxer's 46-second win - Jamaica Observer,https://www.jamaicaobserver.com/2024/08/01/gender-row-explodes-olympics-algerian-boxers-46-second-win
results/articles_imane_khelif.csv,Imane Khelif: Gender-row Olympic boxer names JK Rowling and Elon Musk in cyber bullying legal complaint  | The Standard,https://www.standard.co.uk/news/world/imane-khelif-olympic-boxer-algeria-gender-elon-musk-jk-rowling-b1176388.html,yes,url_exact,Imane Khelif: Gender-row Olympic boxer names JK Rowling and Elon Musk in cyber bullying legal complaint  | The Standard,https://www.standard.co.uk/news/world/imane-khelif-olympic-boxer-algeria-gender-elon-musk-jk-rowling-b1176388.html
results/articles_imane_khelif.csv,Olympics 2024: Imane Khelif who failed gender eligibility test at World Championships wins bout after opponent quits | Boxing News | Sky Sports,https://www.skysports.com/boxing/news/12040/13188715/olympics-2024-imane-khelif-who-failed-gender-eligibility-test-at-world-championships-wins-bout-after-opponent-quits,yes,url_exact,Olympics 2024: Imane Khelif who failed gender eligibility test at World Championships wins bout after opponent quits | Boxing News | Sky Sports,https://www.skysports.com/boxing/news/12040/13188715/olympics-2024-imane-khelif-who-failed-gender-eligibility-test-at-world-championships-wins-bout-after-opponent-quits
